age= 0 month,,
D_WeekNo,RSV Negative,RSV Positive
201052,58,2
201101,38,3
201102,50,1
201103,45,4
201104,36,4
201105,19,3
201106,32,2
201107,23,2
201108,26,
201109,19,2
201110,17,
201111,20,1
201112,17,1
201113,17,1
201114,10,
201115,10,1
201116,7,
201117,9,1
201118,8,
201119,9,
201120,8,
201121,9,
201122,13,
201123,5,
201124,6,
201125,19,
201126,13,
201127,13,
201128,10,
201129,15,
201130,13,
201131,9,
201132,4,
201133,4,
201134,10,
201135,4,
201136,5,
201137,6,
201138,6,
201139,2,
201140,6,
201141,5,1
201142,13,
201143,25,1
201144,12,2
201145,12,2
201146,16,2
201147,10,3
201148,15,3
201149,19,6
201150,14,10
201151,10,2
201152,2,3
201201,7,2
201202,20,
201203,17,2
201204,22,
201205,22,2
201206,23,2
201207,20,1
201208,21,1
201209,21,2
201210,25,
201211,21,
201212,21,1
201213,15,
201214,9,
201215,9,
201216,5,
201217,10,
201218,17,
201219,9,
201220,17,
201221,12,
201222,16,1
201223,8,
201224,8,
201225,9,
201226,12,
201227,21,
201228,20,
201229,12,
201230,9,
201231,12,
201232,9,
201233,8,
201234,11,
201235,6,
201236,5,
201237,9,
201238,7,1
201239,7,
201240,12,
201241,8,
201242,8,1
201243,16,1
201244,12,
201245,18,1
201246,21,5
201247,15,6
201248,25,4
201249,16,3
201250,20,3
201251,18,5
201252,24,5
201301,22,5
201302,14,
201303,22,2
201304,23,
201305,26,
201306,24,2
201307,21,
201308,24,
201309,14,
201310,21,
201311,14,
201312,17,
201313,21,
201314,16,
201315,11,
201316,8,
201317,22,
201318,10,
201319,9,
201320,13,
201321,11,
201322,12,
201323,6,
201324,12,1
201325,11,
201326,13,
201327,16,
201328,15,
201329,8,
201330,8,
201331,9,
201332,6,
201333,6,
201334,4,
201335,3,
201336,6,
201337,8,
201338,18,
201339,17,
201340,10,
201341,11,1
201342,11,
201343,15,
201344,19,1
201345,15,2
201346,12,4
201347,21,13
201348,11,8
201349,14,5
201350,12,7
201351,11,4
201352,8,5
201401,14,2
201402,14,1
201403,10,
201404,13,
201405,18,
201406,23,
201407,14,
201408,22,
201409,13,
201410,8,
201411,14,
201412,14,1
201413,26,
201414,17,
201415,13,
201416,10,
201417,9,
201418,13,
201419,17,
201420,13,
201421,16,
201422,9,
201423,10,
201424,16,
201425,11,
201426,13,
201427,15,
201428,17,
201429,7,
201430,11,
201431,7,
201432,6,
201433,6,
201434,9,
201435,7,
201436,7,
201437,9,
201438,13,1
201439,15,
201440,11,1
201441,16,1
201442,12,
201443,13,2
201444,19,1
201445,18,2
201446,24,3
201447,14,5
201448,22,
201449,17,10
201450,17,7
201451,17,7
201452,14,1
201501,14,2
201502,18,2
201503,19,
201504,23,
201505,24,1
201506,25,
201507,20,1
201508,16,
201509,15,
201510,23,
201511,16,
201512,22,
201513,20,
201514,14,
201515,13,
201516,15,
201517,17,
201518,10,
201519,9,
201520,6,
201521,15,1
201522,17,
201523,19,
201524,9,
201525,12,
201526,15,
201527,6,
201528,11,
201529,14,
201530,12,
201531,6,
201532,10,
201533,10,
201534,7,
201535,9,
201536,8,
201537,4,1
201538,16,
201539,12,
201540,16,
201541,9,
201542,27,
201543,19,
201544,15,
201545,13,
201546,11,3
201547,21,5
201548,19,7
201549,18,11
201550,19,10
201551,21,7
201552,17,2
201553,19,3
201601,18,
201602,21,
201603,23,1
201604,20,1
201605,43,2
201606,39,
201607,34,
201608,26,
201609,30,
201610,32,
201611,27,
201612,33,
201613,37,
201614,31,
201615,22,
201616,18,
201617,14,1
201618,19,
201619,19,
201620,23,
201621,25,
201622,21,1
201623,17,
201624,19,
201625,19,
201626,17,
201627,23,
201628,19,
201629,25,
201630,11,
201631,15,1
201632,10,
201633,12,
201634,9,
201635,16,
201636,14,1
201637,19,
201638,25,
201639,17,
201640,12,1
201641,18,1
201642,18,2
201643,16,3
201644,17,3
201645,11,1
201646,17,6
201647,18,7
201648,16,9
201649,13,1
201650,21,8
201651,16,3
201652,12,1
201701,13,1
201702,26,1
201703,29,1
201704,32,
201705,31,
201706,18,
201707,25,1
201708,24,
201709,25,
201710,27,
201711,24,1
201712,17,
201713,16,
201714,29,
201715,13,1
201716,14,
201717,18,
201718,16,
201719,11,
201720,19,
201721,9,
201722,11,
201723,16,
201724,14,
201725,16,
201726,12,
201727,18,
201728,14,
201729,17,
201730,14,
201731,10,
201732,12,
201733,16,
201734,7,
201735,11,1
201736,5,
201737,21,
201738,16,
201739,11,
201740,20,1
201741,16,1
201742,21,2
201743,26,2
201744,23,3
201745,20,2
201746,21,9
201747,17,4
201748,16,3
201749,21,8
,,
age=5-9years,,
D_WeekNo,N,P
200948,55,1
200949,58,3
200950,37,4
200951,30,6
200952,23,1
200953,16,
201001,16,3
201002,26,3
201003,26,3
201004,26,1
201005,24,2
201006,30,
201007,30,4
201008,34,1
201009,40,1
201010,26,
201011,27,
201012,17,
201013,24,1
201014,27,
201015,18,
201016,28,
201017,19,
201018,18,
201019,18,
201020,18,1
201021,34,
201022,21,
201023,28,
201024,21,
201025,17,
201026,27,
201027,18,
201028,21,
201029,32,
201030,18,
201031,16,
201032,12,
201033,14,2
201034,20,
201035,16,
201036,23,
201037,20,
201038,21,
201039,16,
201040,31,
201041,27,
201042,23,1
201043,24,
201044,39,
201045,24,1
201046,61,1
201047,64,8
201048,48,5
201049,105,6
201050,171,6
201051,212,11
201052,121,12
201101,131,11
201102,111,5
201103,106,5
201104,109,4
201105,82,10
201106,72,1
201107,45,6
201108,58,2
201109,48,
201110,39,
201111,33,1
201112,34,1
201113,45,
201114,48,
201115,41,
201116,34,
201117,39,
201118,26,
201119,49,
201120,34,
201121,32,
201122,32,
201123,23,
201124,34,
201125,26,
201126,35,
201127,69,
201128,34,
201129,19,1
201130,34,
201131,25,
201132,24,
201133,26,
201134,31,
201135,28,
201136,18,1
201137,14,
201138,14,
201139,12,
201140,5,
201141,11,
201142,30,
201143,38,
201144,23,3
201145,31,1
201146,53,2
201147,62,6
201148,42,5
201149,36,3
201150,50,8
201151,31,7
201152,23,1
201201,44,3
201202,42,2
201203,41,5
201204,56,4
201205,59,
201206,47,1
201207,55,2
201208,45,1
201209,51,
201210,54,1
201211,50,
201212,65,3
201213,42,
201214,47,
201215,23,2
201216,30,
201217,28,
201218,38,
201219,37,
201220,37,1
201221,41,
201222,41,
201223,27,
201224,28,
201225,29,
201226,31,
201227,42,
201228,38,
201229,28,
201230,21,
201231,16,
201232,19,
201233,22,
201234,18,
201235,15,
201236,13,
201237,28,
201238,24,
201239,35,
201240,33,
201241,33,
201242,22,
201243,30,2
201244,29,2
201245,25,3
201246,37,2
201247,43,4
201248,50,16
201249,63,5
201250,76,6
201251,102,3
201252,79,9
201301,51,7
201302,41,5
201303,42,1
201304,70,3
201305,79,1
201306,83,3
201307,55,4
201308,55,1
201309,51,
201310,59,
201311,48,2
201312,60,
201313,55,1
201314,43,
201315,24,
201316,34,
201317,40,1
201318,34,
201319,39,
201320,50,1
201321,35,1
201322,27,
201323,33,
201324,25,
201325,34,1
201326,27,
201327,38,
201328,22,
201329,31,
201330,32,
201331,26,1
201332,28,
201333,36,
201334,15,
201335,14,
201336,23,
201337,29,
201338,28,
201339,40,
201340,38,
201341,30,
201342,25,
201343,43,1
201344,37,2
201345,38,1
201346,39,5
201347,55,9
201348,47,3
201349,39,9
201350,40,11
201351,45,15
201352,29,3
201401,42,4
201402,38,2
201403,36,1
201404,51,2
201405,44,2
201406,43,
201407,47,1
201408,27,
201409,33,
201410,41,
201411,51,
201412,57,
201413,42,
201414,34,
201415,32,
201416,21,
201417,26,
201418,24,
201419,35,
201420,34,
201421,26,
201422,28,
201423,33,
201424,26,
201425,29,1
201426,39,
201427,28,
201428,37,
201429,39,
201430,33,
201431,20,
201432,17,
201433,13,
201434,16,
201435,20,
201436,21,
201437,29,
201438,32,
201439,47,
201440,24,1
201441,40,
201442,41,1
201443,33,1
201444,34,
201445,46,4
201446,40,2
201447,52,6
201448,57,6
201449,41,8
201450,72,11
201451,75,3
201452,56,8
201501,39,2
201502,48,3
201503,54,3
201504,60,2
201505,56,3
201506,65,1
201507,41,1
201508,51,1
201509,51,
201510,54,
201511,61,1
201512,45,
201513,71,
201514,38,
201515,33,
201516,35,
201517,35,
201518,38,1
201519,34,
201520,45,
201521,57,
201522,33,
201523,40,
201524,29,
201525,41,
201526,50,
201527,38,
201528,33,
201529,33,
201530,31,1
201531,24,
201532,30,
201533,21,
201534,21,
201535,25,
201536,11,2
201537,32,
201538,54,
201539,42,
201540,27,
201541,35,
201542,37,
201543,38,3
201544,43,3
201545,47,2
201546,25,3
201547,51,6
201548,60,8
201549,57,6
201550,52,9
201551,74,9
201552,40,7
201553,41,4
201601,50,3
201602,58,1
201603,79,6
201604,84,
201605,111,5
201606,74,1
201607,96,2
201608,74,
201609,72,1
201610,101,
201611,101,
201612,119,
201613,92,
201614,56,
201615,51,1
201616,47,
201617,62,
201618,45,
201619,74,1
201620,60,
201621,61,
201622,37,
201623,44,
201624,49,
201625,52,
201626,65,
201627,56,
201628,67,
201629,62,
201630,33,
201631,42,
201632,38,
201633,26,1
201634,36,
201635,24,
201636,35,
201637,34,
201638,45,2
201639,34,2
201640,43,1
201641,49,
201642,48,3
201643,44,3
201644,44,4
201645,43,6
201646,50,11
201647,39,10
201648,62,11
201649,52,10
201650,43,8
201651,49,6
201652,43,5
201701,48,2
201702,55,2
201703,71,3
201704,70,1
201705,74,1
201706,61,1
201707,78,
201708,49,
201709,63,1
201710,63,2
201711,62,1
201712,65,
201713,40,
201714,73,
201715,51,1
201716,44,
201717,37,
201718,39,
201719,54,
201720,58,
201721,45,
201722,35,
201723,32,
201724,41,
201725,53,
201726,49,
201727,53,
201728,54,
201729,52,
201730,31,1
201731,35,
201732,23,
201733,39,
201734,29,
201735,33,
201736,34,
201737,55,
201738,52,1
201739,38,
201740,46,
201741,47,1
201742,50,1
201743,55,3
201744,48,1
201745,50,5
201746,62,14
201747,70,5
201748,47,7
201749,69,9
,,
age=10-14years,,
D_WeekNo,N,P
200948,44,2
200949,31,
200950,20,1
200951,22,3
200952,15,2
200953,15,
201001,17,1
201002,14,2
201003,12,1
201004,14,
201005,29,3
201006,21,
201007,18,
201008,19,
201009,14,
201010,22,
201011,10,
201012,13,
201013,23,
201014,8,
201015,16,
201016,10,
201017,5,
201018,14,
201019,11,
201020,14,
201021,14,
201022,11,
201023,23,
201024,16,
201025,15,
201026,17,
201027,8,
201028,16,
201029,17,
201030,12,
201031,19,
201032,15,
201033,13,
201034,13,
201035,21,1
201036,19,
201037,22,
201038,27,
201039,13,
201040,21,
201041,24,
201042,18,
201043,22,
201044,29,1
201045,23,1
201046,32,
201047,31,1
201048,57,5
201049,71,3
201050,144,8
201051,164,7
201052,85,4
201101,89,2
201102,95,2
201103,63,7
201104,58,3
201105,50,1
201106,49,
201107,39,1
201108,41,
201109,39,1
201110,22,
201111,27,
201112,37,
201113,25,
201114,26,
201115,27,
201116,24,
201117,27,
201118,30,
201119,23,
201120,24,
201121,14,1
201122,18,
201123,26,1
201124,22,
201125,27,
201126,24,
201127,21,
201128,22,
201129,21,
201130,21,
201131,19,
201132,22,
201133,20,
201134,13,
201135,18,
201136,17,
201137,7,2
201138,5,
201139,6,
201140,12,
201141,12,
201142,24,
201143,16,
201144,22,
201145,20,
201146,28,
201147,18,
201148,20,6
201149,19,3
201150,32,2
201151,31,
201152,15,
201201,22,1
201202,18,1
201203,29,2
201204,30,1
201205,35,2
201206,30,1
201207,37,1
201208,28,1
201209,30,
201210,50,3
201211,29,
201212,36,2
201213,21,
201214,14,
201215,10,
201216,20,
201217,32,
201218,20,1
201219,18,
201220,23,
201221,32,1
201222,23,
201223,19,
201224,19,
201225,9,
201226,16,
201227,22,
201228,26,
201229,19,
201230,18,
201231,14,
201232,9,
201233,19,
201234,16,
201235,10,
201236,18,
201237,14,1
201238,16,
201239,15,1
201240,31,
201241,23,
201242,14,
201243,16,
201244,15,
201245,24,1
201246,32,
201247,19,1
201248,26,2
201249,25,4
201250,53,2
201251,42,1
201252,37,2
201301,36,2
201302,30,3
201303,27,
201304,34,1
201305,56,2
201306,49,4
201307,44,
201308,25,1
201309,34,2
201310,28,1
201311,41,
201312,30,
201313,22,1
201314,21,
201315,25,
201316,18,
201317,15,
201318,26,
201319,21,
201320,26,
201321,16,
201322,19,
201323,25,
201324,20,
201325,16,
201326,16,
201327,19,
201328,26,
201329,17,
201330,20,
201331,18,
201332,10,
201333,9,
201334,16,
201335,13,
201336,14,
201337,20,
201338,30,
201339,22,
201340,28,
201341,24,
201342,19,
201343,36,
201344,12,
201345,16,
201346,31,1
201347,26,2
201348,22,2
201349,23,
201350,24,6
201351,22,3
201352,17,1
201401,29,1
201402,19,1
201403,27,1
201404,32,
201405,32,
201406,27,1
201407,26,
201408,31,
201409,24,1
201410,29,
201411,26,
201412,20,1
201413,25,
201414,19,
201415,14,
201416,18,
201417,19,
201418,24,
201419,18,
201420,14,
201421,25,
201422,17,
201423,12,
201424,20,
201425,12,
201426,13,
201427,16,
201428,24,
201429,22,1
201430,24,
201431,9,
201432,10,
201433,21,
201434,18,
201435,9,
201436,13,
201437,7,
201438,18,
201439,20,
201440,24,
201441,26,
201442,24,
201443,19,
201444,27,
201445,18,
201446,27,2
201447,21,1
201448,24,3
201449,30,2
201450,38,5
201451,53,2
201452,30,2
201501,32,
201502,34,3
201503,29,2
201504,38,2
201505,47,1
201506,40,3
201507,38,
201508,32,
201509,30,
201510,21,1
201511,23,
201512,38,
201513,26,
201514,21,
201515,21,
201516,16,
201517,22,
201518,29,
201519,19,
201520,24,
201521,24,
201522,23,1
201523,28,
201524,30,
201525,24,
201526,12,
201527,25,
201528,22,
201529,20,
201530,23,
201531,15,
201532,14,1
201533,20,
201534,12,
201535,21,
201536,21,
201537,26,
201538,11,
201539,19,
201540,27,
201541,25,
201542,29,
201543,20,
201544,20,
201545,23,
201546,31,1
201547,18,2
201548,32,1
201549,24,6
201550,41,5
201551,35,3
201552,29,4
201553,30,4
201601,31,1
201602,37,1
201603,41,1
201604,56,1
201605,59,2
201606,37,1
201607,47,
201608,24,
201609,44,
201610,63,1
201611,67,
201612,54,
201613,36,
201614,32,
201615,31,
201616,29,
201617,41,1
201618,33,
201619,31,
201620,27,
201621,25,
201622,22,
201623,20,
201624,30,
201625,37,
201626,35,
201627,37,
201628,34,
201629,28,
201630,24,
201631,26,1
201632,21,
201633,12,
201634,27,
201635,31,
201636,17,
201637,28,
201638,23,
201639,35,
201640,40,1
201641,20,1
201642,28,2
201643,16,2
201644,29,2
201645,32,
201646,37,3
201647,33,3
201648,35,6
201649,45,2
201650,47,3
201651,35,6
201652,28,4
201701,39,
201702,36,1
201703,48,1
201704,67,1
201705,48,
201706,50,
201707,28,2
201708,41,2
201709,24,
201710,30,
201711,28,
201712,30,1
201713,28,
201714,38,
201715,26,
201716,28,
201717,31,
201718,33,
201719,30,
201720,19,
201721,31,
201722,17,
201723,29,
201724,23,
201725,20,
201726,24,
201727,25,
201728,32,
201729,19,
201730,34,
201731,28,
201732,21,
201733,23,
201734,13,
201735,15,
201736,28,
201737,26,
201738,24,
201739,23,2
201740,29,1
201741,30,
201742,29,
201743,25,2
201744,24,2
201745,39,
201746,37,
201747,48,2
201748,28,1
201749,38,2
,,
age=15-24years,,
D_WeekNo,N,P
200948,63,
200949,50,4
200950,43,8
200951,51,4
200952,45,8
200953,49,4
201001,74,7
201002,63,2
201003,58,3
201004,58,3
201005,68,7
201006,48,6
201007,59,3
201008,63,1
201009,47,2
201010,55,
201011,57,2
201012,36,3
201013,33,
201014,33,
201015,42,
201016,41,1
201017,58,1
201018,29,1
201019,51,2
201020,38,
201021,38,
201022,42,
201023,44,
201024,35,
201025,31,
201026,36,
201027,34,
201028,28,
201029,33,
201030,39,
201031,22,1
201032,63,
201033,37,
201034,34,
201035,30,
201036,39,
201037,58,
201038,30,
201039,40,
201040,56,
201041,58,
201042,58,
201043,69,
201044,63,1
201045,77,2
201046,72,1
201047,84,1
201048,105,
201049,177,6
201050,410,9
201051,541,9
201052,476,16
201101,390,13
201102,350,11
201103,192,5
201104,156,1
201105,121,1
201106,116,5
201107,103,4
201108,86,2
201109,65,1
201110,78,2
201111,78,5
201112,55,3
201113,55,2
201114,59,1
201115,57,
201116,66,
201117,48,
201118,50,
201119,48,
201120,63,1
201121,64,2
201122,62,1
201123,58,
201124,44,
201125,66,
201126,36,
201127,60,
201128,52,
201129,57,
201130,47,
201131,66,
201132,46,
201133,42,
201134,44,
201135,38,
201136,54,
201137,19,
201138,10,
201139,13,
201140,7,
201141,26,
201142,53,
201143,46,
201144,47,1
201145,67,
201146,52,
201147,67,2
201148,54,3
201149,51,1
201150,55,7
201151,57,4
201152,39,4
201201,67,3
201202,79,3
201203,59,1
201204,55,1
201205,60,1
201206,52,3
201207,54,2
201208,73,1
201209,73,
201210,61,3
201211,69,
201212,52,1
201213,57,
201214,41,2
201215,43,
201216,42,
201217,43,
201218,32,
201219,42,
201220,53,1
201221,42,
201222,53,
201223,43,
201224,34,
201225,36,
201226,37,
201227,38,
201228,48,
201229,35,
201230,50,
201231,40,
201232,39,
201233,39,
201234,33,
201235,29,
201236,23,
201237,26,
201238,45,
201239,46,
201240,51,1
201241,58,
201242,51,
201243,41,3
201244,56,1
201245,64,1
201246,70,3
201247,73,1
201248,58,5
201249,51,6
201250,52,2
201251,68,3
201252,64,10
201301,84,5
201302,89,6
201303,70,2
201304,68,4
201305,79,2
201306,71,2
201307,87,5
201308,79,1
201309,92,
201310,87,
201311,69,1
201312,84,1
201313,73,1
201314,38,1
201315,67,
201316,81,
201317,61,
201318,50,
201319,43,
201320,69,
201321,56,
201322,44,
201323,39,
201324,50,
201325,62,
201326,47,
201327,41,
201328,58,
201329,44,
201330,37,
201331,38,
201332,35,
201333,55,
201334,51,
201335,41,
201336,35,
201337,46,
201338,61,
201339,64,
201340,50,
201341,59,
201342,66,1
201343,55,
201344,57,
201345,71,
201346,72,2
201347,68,
201348,61,5
201349,69,3
201350,70,8
201351,60,6
201352,43,4
201401,60,9
201402,66,5
201403,65,7
201404,78,1
201405,78,3
201406,86,2
201407,90,3
201408,63,1
201409,85,
201410,69,
201411,52,2
201412,66,
201413,83,
201414,65,1
201415,51,
201416,46,
201417,37,
201418,62,
201419,44,
201420,58,
201421,49,
201422,35,
201423,50,
201424,47,
201425,32,
201426,40,
201427,29,
201428,47,1
201429,42,
201430,39,
201431,39,1
201432,34,
201433,37,
201434,34,
201435,24,
201436,44,
201437,41,
201438,44,1
201439,61,
201440,48,1
201441,62,
201442,76,
201443,62,
201444,55,
201445,65,2
201446,52,1
201447,48,1
201448,67,3
201449,75,7
201450,88,8
201451,107,3
201452,89,3
201501,111,4
201502,147,6
201503,100,2
201504,103,1
201505,114,1
201506,100,1
201507,88,
201508,112,
201509,89,
201510,104,
201511,90,2
201512,92,1
201513,73,
201514,86,1
201515,80,
201516,54,
201517,75,
201518,73,
201519,58,
201520,57,1
201521,63,
201522,57,
201523,63,
201524,59,
201525,51,
201526,50,
201527,57,
201528,47,
201529,58,
201530,52,
201531,51,
201532,54,
201533,44,
201534,46,
201535,55,
201536,45,
201537,61,
201538,59,
201539,58,
201540,67,
201541,54,
201542,73,
201543,63,
201544,96,1
201545,90,
201546,70,2
201547,68,2
201548,84,8
201549,77,9
201550,92,5
201551,104,5
201552,87,2
201553,90,5
201601,109,3
201602,106,5
201603,97,3
201604,126,2
201605,155,
201606,147,1
201607,144,
201608,162,
201609,178,2
201610,150,1
201611,197,
201612,160,
201613,169,
201614,118,
201615,115,
201616,92,
201617,96,1
201618,92,
201619,83,
201620,78,
201621,57,
201622,54,
201623,69,1
201624,79,
201625,68,
201626,58,
201627,78,
201628,88,1
201629,86,
201630,80,
201631,70,
201632,65,
201633,59,
201634,74,
201635,66,
201636,68,
201637,74,
201638,85,1
201639,82,
201640,94,1
201641,86,1
201642,69,1
201643,78,3
201644,96,
201645,102,5
201646,110,5
201647,97,10
201648,101,8
201649,85,9
201650,101,13
201651,113,7
201652,107,6
201701,142,4
201702,145,4
201703,159,4
201704,135,1
201705,158,4
201706,137,1
201707,126,2
201708,106,3
201709,88,
201710,97,1
201711,82,2
201712,76,
201713,56,
201714,105,1
201715,87,1
201716,67,
201717,68,
201718,70,
201719,83,
201720,88,
201721,79,
201722,65,
201723,73,
201724,69,
201725,54,1
201726,57,1
201727,72,
201728,62,
201729,73,
201730,48,
201731,62,
201732,71,
201733,55,
201734,60,
201735,68,
201736,62,
201737,82,
201738,89,
201739,107,
201740,101,
201741,97,
201742,106,
201743,95,1
201744,99,5
201745,116,4
201746,119,5
201747,106,6
201748,101,10
201749,123,5
,,
age=25-34years,,
D_WeekNo,N,P
200948,43,2
200949,50,2
200950,55,4
200951,61,8
200952,53,5
200953,54,2
201001,88,9
201002,70,4
201003,70,2
201004,50,2
201005,62,3
201006,64,2
201007,53,
201008,65,6
201009,45,
201010,45,1
201011,38,
201012,43,
201013,39,
201014,33,
201015,36,
201016,37,
201017,35,
201018,27,
201019,50,
201020,39,
201021,45,
201022,32,
201023,33,
201024,32,
201025,34,
201026,33,
201027,28,
201028,28,
201029,29,
201030,35,
201031,33,
201032,35,
201033,35,
201034,45,
201035,26,
201036,32,
201037,33,
201038,30,
201039,57,
201040,47,
201041,60,
201042,52,
201043,67,
201044,75,
201045,59,1
201046,63,1
201047,90,4
201048,136,4
201049,210,9
201050,545,11
201051,692,10
201052,602,16
201101,441,8
201102,353,8
201103,230,3
201104,136,2
201105,127,2
201106,128,2
201107,113,2
201108,91,2
201109,62,2
201110,85,1
201111,77,2
201112,47,1
201113,58,
201114,66,2
201115,65,1
201116,54,
201117,38,1
201118,56,
201119,45,
201120,47,
201121,60,
201122,44,
201123,41,
201124,46,
201125,38,
201126,51,
201127,69,
201128,51,
201129,50,
201130,50,
201131,44,
201132,42,
201133,52,
201134,56,
201135,48,
201136,51,
201137,11,
201138,12,
201139,10,
201140,10,
201141,20,1
201142,42,
201143,55,
201144,57,
201145,60,
201146,62,2
201147,69,3
201148,71,4
201149,63,4
201150,64,3
201151,78,7
201152,48,2
201201,83,4
201202,93,4
201203,77,4
201204,64,1
201205,70,
201206,73,
201207,88,
201208,91,2
201209,78,2
201210,71,1
201211,53,
201212,72,2
201213,54,
201214,42,
201215,40,
201216,53,1
201217,46,
201218,57,
201219,47,
201220,51,
201221,45,1
201222,44,
201223,34,
201224,38,
201225,40,
201226,36,
201227,43,
201228,38,
201229,38,
201230,32,
201231,28,
201232,52,
201233,28,
201234,34,
201235,27,
201236,30,
201237,44,
201238,43,
201239,45,
201240,46,
201241,39,
201242,45,1
201243,54,
201244,60,1
201245,63,2
201246,65,4
201247,64,3
201248,63,5
201249,65,1
201250,64,3
201251,79,4
201252,76,5
201301,101,6
201302,82,7
201303,75,3
201304,76,2
201305,91,4
201306,96,2
201307,129,1
201308,104,
201309,91,1
201310,85,
201311,79,1
201312,95,1
201313,78,1
201314,78,1
201315,68,1
201316,70,
201317,64,1
201318,51,
201319,41,
201320,71,
201321,54,
201322,52,1
201323,50,
201324,50,
201325,44,
201326,52,
201327,42,
201328,45,
201329,49,
201330,50,
201331,47,
201332,42,
201333,40,
201334,30,
201335,33,1
201336,43,
201337,35,
201338,56,
201339,53,
201340,52,
201341,53,
201342,70,2
201343,67,
201344,54,
201345,72,1
201346,52,3
201347,57,1
201348,56,3
201349,57,6
201350,81,5
201351,74,7
201352,42,5
201401,83,10
201402,89,8
201403,84,4
201404,90,6
201405,102,1
201406,97,
201407,89,
201408,128,
201409,99,3
201410,109,
201411,86,
201412,99,
201413,100,
201414,94,
201415,91,
201416,56,
201417,64,
201418,51,
201419,57,
201420,61,
201421,52,
201422,52,
201423,66,
201424,42,
201425,38,
201426,51,
201427,48,
201428,57,
201429,52,
201430,38,
201431,34,
201432,38,
201433,42,
201434,30,
201435,31,
201436,37,
201437,53,
201438,62,
201439,60,
201440,54,1
201441,59,
201442,68,
201443,85,
201444,61,
201445,77,2
201446,63,1
201447,52,4
201448,61,5
201449,91,6
201450,110,10
201451,146,7
201452,100,5
201501,143,4
201502,188,5
201503,150,4
201504,132,6
201505,166,1
201506,124,2
201507,134,
201508,127,1
201509,112,1
201510,111,2
201511,101,
201512,96,1
201513,126,
201514,88,
201515,86,
201516,80,
201517,76,2
201518,85,
201519,66,
201520,100,
201521,77,
201522,68,
201523,56,
201524,89,
201525,50,
201526,72,
201527,49,
201528,66,
201529,46,
201530,63,
201531,55,
201532,48,
201533,46,1
201534,61,
201535,43,
201536,48,
201537,68,
201538,59,
201539,52,
201540,80,
201541,76,1
201542,79,
201543,86,1
201544,75,
201545,95,2
201546,91,4
201547,84,5
201548,126,3
201549,104,7
201550,114,7
201551,116,2
201552,105,1
201553,111,1
201601,178,7
201602,137,5
201603,167,6
201604,199,3
201605,235,5
201606,198,1
201607,203,
201608,208,1
201609,227,2
201610,230,3
201611,248,1
201612,284,
201613,272,2
201614,198,
201615,172,
201616,149,
201617,126,
201618,134,1
201619,137,
201620,94,
201621,101,
201622,85,
201623,87,
201624,98,
201625,88,
201626,96,
201627,99,
201628,118,1
201629,101,1
201630,90,
201631,72,
201632,82,
201633,89,
201634,76,
201635,86,
201636,81,
201637,70,
201638,73,
201639,70,
201640,93,2
201641,87,1
201642,89,
201643,91,2
201644,104,3
201645,100,5
201646,134,7
201647,110,10
201648,108,7
201649,113,7
201650,125,8
201651,120,8
201652,141,9
201701,160,6
201702,200,6
201703,175,2
201704,188,2
201705,169,4
201706,148,1
201707,151,1
201708,159,1
201709,114,
201710,122,2
201711,104,4
201712,108,
201713,70,
201714,117,1
201715,116,
201716,77,
201717,101,
201718,92,
201719,92,
201720,94,1
201721,83,
201722,72,
201723,63,
201724,81,
201725,80,1
201726,68,
201727,86,
201728,84,
201729,79,
201730,69,
201731,62,
201732,60,
201733,68,
201734,65,
201735,53,
201736,67,
201737,61,
201738,90,
201739,109,
201740,106,1
201741,114,1
201742,103,1
201743,116,1
201744,118,3
201745,116,1
201746,131,6
201747,113,5
201748,138,12
201749,130,10
,,
age=35-44years,,
D_WeekNo,N,P
200948,56,1
200949,73,2
200950,49,4
200951,48,4
200952,61,2
200953,63,2
201001,83,10
201002,75,5
201003,75,3
201004,67,7
201005,56,5
201006,51,4
201007,43,1
201008,58,1
201009,51,2
201010,50,1
201011,35,1
201012,48,
201013,44,
201014,28,
201015,42,
201016,47,
201017,48,
201018,25,
201019,34,
201020,45,
201021,37,
201022,33,
201023,45,
201024,29,
201025,34,
201026,23,
201027,24,
201028,19,
201029,40,
201030,29,
201031,43,
201032,26,
201033,41,
201034,29,
201035,27,
201036,38,
201037,38,
201038,49,1
201039,40,
201040,64,
201041,43,2
201042,47,
201043,57,
201044,61,1
201045,57,
201046,51,1
201047,67,3
201048,84,
201049,159,3
201050,377,10
201051,563,15
201052,545,14
201101,432,7
201102,366,6
201103,214,6
201104,148,6
201105,127,3
201106,106,3
201107,110,4
201108,92,
201109,62,2
201110,64,1
201111,76,1
201112,65,1
201113,72,
201114,51,
201115,71,
201116,45,
201117,44,
201118,39,
201119,48,
201120,52,
201121,47,
201122,60,
201123,40,1
201124,58,1
201125,46,
201126,43,
201127,52,
201128,48,
201129,45,
201130,53,
201131,57,
201132,37,
201133,48,
201134,38,
201135,43,
201136,39,
201137,16,
201138,10,
201139,13,
201140,9,
201141,17,
201142,57,
201143,47,1
201144,58,
201145,52,
201146,59,
201147,60,1
201148,68,5
201149,56,2
201150,85,4
201151,70,3
201152,54,9
201201,61,7
201202,74,
201203,61,1
201204,67,2
201205,89,3
201206,80,3
201207,94,3
201208,89,
201209,75,
201210,70,2
201211,62,2
201212,62,1
201213,58,
201214,47,
